  4.098468907551176E-050  9.325666696086050E-083  1.000000016862384E-016
  4.154620270604109E-050  9.539582637984451E-083  1.004546174968784E-016
  4.211540939376764E-050  9.758405470906255E-083  1.009113000628364E-016
  4.269241453796555E-050  9.982247751116778E-083  1.013700587799087E-016
  4.327732498193911E-050  1.021122461674286E-082  1.018309030866063E-016
  4.387024903280679E-050  1.044545384699654E-082  1.022938424643492E-016
  4.447129648155652E-050  1.068505592275744E-082  1.027588864376616E-016
  4.508057862337528E-050  1.093015408854468E-082  1.032260445743675E-016
  4.569820827825775E-050  1.118087441591033E-082  1.036953264857876E-016
  4.632429981189688E-050  1.143734586828712E-082  1.041667418269376E-016
  4.695896915686082E-050  1.169970036732355E-082  1.046403002967261E-016
  4.760233383406022E-050  1.196807286074061E-082  1.051160116381546E-016
  4.825451297450911E-050  1.224260139174510E-082  1.055938856385178E-016
  4.891562734138440E-050  1.252342717003513E-082  1.060739321296049E-016
  4.958579935238773E-050  1.281069464443439E-082  1.065561609879021E-016
  5.026515310241277E-050  1.310455157719258E-082  1.070405821347957E-016
  5.095381438652405E-050  1.340514911998998E-082  1.075272055367759E-016
  5.165191072325067E-050  1.371264189168584E-082  1.080160412056426E-016
  5.235957137819796E-050  1.402718805784965E-082  1.085070991987105E-016
  5.307692738798404E-050  1.434894941211726E-082  1.090003896190166E-016
  5.380411158450329E-050  1.467809145941279E-082  1.094959226155280E-016
  5.454125861952303E-050  1.501478350107977E-082  1.099937083833505E-016
  5.528850498961644E-050  1.535919872196494E-082  1.104937571639385E-016
  5.604598906143802E-050  1.571151427949959E-082  1.109960792453056E-016
  5.681385109734393E-050  1.607191139482433E-082  1.115006849622364E-016
  5.759223328136506E-050  1.644057544600408E-082  1.120075846964991E-016
  5.838127974553434E-050  1.681769606338145E-082  1.125167888770590E-016
  5.918113659657602E-050  1.720346722711704E-082  1.130283079802932E-016
  5.999195194295986E-050  1.759808736696737E-082  1.135421525302058E-016
  6.081387592232607E-050  1.800175946435156E-082  1.140583330986451E-016
  6.164706072928625E-050  1.841469115675926E-082  1.145768603055204E-016
  6.249166064360508E-050  1.883709484455347E-082  1.150977448190209E-016
  6.334783205876814E-050  1.926918780022315E-082  1.156209973558350E-016
  6.421573351094069E-050  1.971119228014218E-082  1.161466286813709E-016
  6.509552570832452E-050  2.016333563889170E-082  1.166746496099781E-016
  6.598737156091469E-050  2.062585044620488E-082  1.172050710051697E-016
  6.689143621066684E-050  2.109897460659409E-082  1.177379037798462E-016
  6.780788706207562E-050  2.158295148172243E-082  1.182731588965199E-016
  6.873689381317223E-050  2.207803001558186E-082  1.188108473675401E-016
  6.967862848694836E-050  2.258446486254312E-082  1.193509802553204E-016
  7.063326546320852E-050  2.310251651834270E-082  1.198935686725656E-016
  7.160098151086010E-050  2.363245145407426E-082  1.204386237825007E-016
  7.258195582064565E-050  2.417454225325415E-082  1.209861567991005E-016
  7.357637003832296E-050  2.472906775203033E-082  1.215361789873203E-016
  7.458440829830011E-050  2.529631318260797E-082  1.220887016633276E-016
  7.560625725773214E-050  2.587657031996475E-082  1.226437361947350E-016
  7.664210613108349E-050  2.647013763193167E-082  1.232012940008341E-016
  7.769214672516448E-050  2.707732043271642E-082  1.237613865528305E-016
  7.875657347464872E-050  2.769843103994845E-082  1.243240253740795E-016
  7.983558347807503E-050  2.833378893532605E-082  1.248892220403237E-016
  8.092937653434553E-050  2.898372092894903E-082  1.254569881799304E-016
  8.203815517972090E-050  2.964856132742038E-082  1.260273354741317E-016
  8.316212472532404E-050  3.032865210580397E-082  1.266002756572643E-016
  8.430149329515789E-050  3.102434308352731E-082  1.271758205170111E-016
  8.545647186464259E-050  3.173599210431818E-082  1.277539818946434E-016
  8.662727429968186E-050  3.246396522026974E-082  1.283347716852651E-016
  8.781411739626493E-050  3.320863688012706E-082  1.289182018380571E-016
  8.901722092060925E-050  3.397039012189321E-082  1.295042843565230E-016
  9.023680764985509E-050  3.474961676985292E-082  1.300930312987363E-016
  9.147310341331670E-050  3.554671763611605E-082  1.306844547775884E-016
  9.272633713429870E-050  3.636210272678390E-082  1.312785669610379E-016
  9.399674087248579E-050  3.719619145284468E-082  1.318753800723607E-016
  9.528454986691262E-050  3.804941284590695E-082  1.324749063904018E-016
  9.659000257952305E-050  3.892220577888075E-082  1.330771582498278E-016
  9.791334073932554E-050  3.981501919172199E-082  1.336821480413803E-016
  9.925480938715381E-050  4.072831232235407E-082  1.342898882121317E-016
  1.006146569210413E-049  4.166255494288705E-082  1.349003912657403E-016
  1.019931351422156E-049  4.261822760125489E-082  1.355136697627083E-016
  1.033904993017253E-049  4.359582186839603E-082  1.361297363206397E-016
  1.048070081477040E-049  4.459584059110321E-082  1.367486036145004E-016
  1.062429239732824E-049  4.561879815067379E-082  1.373702843768783E-016
  1.076985126651565E-049  4.666522072749283E-082  1.379947913982461E-016
  1.091740437528218E-049  4.773564657168561E-082  1.386221375272237E-016
  1.106697904584823E-049  4.883062627997788E-082  1.392523356708429E-016
  1.121860297476412E-049  4.995072307890744E-082  1.398853987948131E-016
  1.137230423803882E-049  5.109651311453184E-082  1.405213399237877E-016
  1.152811129633858E-049  5.226858574878185E-082  1.411601721416323E-016
  1.168605300025699E-049  5.346754386261201E-082  1.418019085916936E-016
  1.184615859565733E-049  5.469400416610590E-082  1.424465624770703E-016
  1.200845772908780E-049  5.594859751569425E-082  1.430941470608845E-016
  1.217298045327133E-049  5.723196923864969E-082  1.437446756665543E-016
  1.233975723267022E-049  5.854477946502462E-082  1.443981616780683E-016
  1.250881894912735E-049  5.988770346720359E-082  1.450546185402609E-016
  1.268019690758438E-049  6.126143200724407E-082  1.457140597590888E-016
  1.285392284187868E-049  6.266667169218514E-082  1.463764989019087E-016
  1.303002892061917E-049  6.410414533750618E-082  1.470419495977571E-016
  1.320854775314316E-049  6.557459233892219E-082  1.477104255376297E-016
  1.338951239555445E-049  6.707876905270841E-082  1.483819404747641E-016
  1.357295635684430E-049  6.861744918474835E-082  1.490565082249220E-016
  1.375891360509635E-049  7.019142418850671E-082  1.497341426666739E-016
  1.394741857377627E-049  7.180150367212967E-082  1.504148577416844E-016
  1.413850616810802E-049  7.344851581488519E-082  1.510986674549991E-016
  1.433221177153684E-049  7.513330779315469E-082  1.517855858753329E-016
  1.452857125228155E-049  7.685674621619634E-082  1.524756271353590E-016
  1.472762096997592E-049  7.861971757190466E-082  1.531688054320002E-016
  1.492939778240152E-049  8.042312868279494E-082  1.538651350267208E-016
  1.513393905231253E-049  8.226790717244610E-082  1.545646302458197E-016
  1.534128265435417E-049  8.415500194264521E-082  1.552673054807257E-016
  1.555146698207595E-049  8.608538366147481E-082  1.559731751882932E-016
  1.576453095504091E-049  8.806004526259734E-082  1.566822538910997E-016
  1.598051402603230E-049  9.008000245599246E-082  1.573945561777446E-016
  1.619945618835904E-049  9.214629425040871E-082  1.581100967031496E-016
  1.642139798326123E-049  9.425998348780087E-082  1.588288901888598E-016
  1.664638050741697E-049  9.642215739002527E-082  1.595509514233468E-016
  1.687444542055248E-049  9.863392811807603E-082  1.602762952623128E-016
  1.710563495315588E-049  1.008964333441499E-081  1.610049366289968E-016
  1.733999191429712E-049  1.032108368368312E-081  1.617368905144806E-016
  1.757755969955485E-049  1.055783290597024E-081  1.624721719779984E-016
  1.781838229905189E-049  1.080001277836846E-081  1.632107961472457E-016
  1.806250430560087E-049  1.104774787134246E-081  1.639527782186909E-016
  1.830997092296136E-049  1.130116561280495E-081  1.646981334578882E-016
  1.856082797421033E-049  1.156039635366209E-081  1.654468771997912E-016
  1.881512191022696E-049  1.182557343486212E-081  1.661990248490686E-016
  1.907289981829398E-049  1.209683325598234E-081  1.669545918804213E-016
  1.933420943081684E-049  1.237431534538915E-081  1.677135938389007E-016
  1.959909913416217E-049  1.265816243200737E-081  1.684760463402281E-016
  1.986761797761735E-049  1.294852051873612E-081  1.692419650711168E-016
  2.013981568247311E-049  1.324553895754852E-081  1.700113657895940E-016
  2.041574265123017E-049  1.354937052631400E-081  1.707842643253257E-016
  2.069544997693230E-049  1.386017150738310E-081  1.715606765799417E-016
  2.097898945262710E-049  1.417810176797450E-081  1.723406185273634E-016
  2.126641358095651E-049  1.450332484240632E-081  1.731241062141321E-016
  2.155777558387866E-049  1.483600801621350E-081  1.739111557597393E-016
  2.185312941252269E-049  1.517632241219468E-081  1.747017833569580E-016
  2.215252975717934E-049  1.552444307843306E-081  1.754960052721763E-016
  2.245603205742720E-049  1.588054907833596E-081  1.762938378457319E-016
  2.276369251239897E-049  1.624482358274022E-081  1.770952974922482E-016
  2.307556809118743E-049  1.661745396412986E-081  1.779004007009719E-016
  2.339171654339446E-049  1.699863189301530E-081  1.787091640361128E-016
  2.371219640982441E-049  1.738855343652325E-081  1.795216041371839E-016
  2.403706703332417E-049  1.778741915924800E-081  1.803377377193442E-016
  2.436638856977140E-049  1.819543422641620E-081  1.811575815737424E-016
  2.470022199921356E-049  1.861280850941819E-081  1.819811525678623E-016
  2.503862913715976E-049  1.903975669375956E-081  1.828084676458703E-016
  2.538167264602668E-049  1.947649838948959E-081  1.836395438289632E-016
  2.572941604674199E-049  1.992325824416239E-081  1.844743982157192E-016
  2.608192373050615E-049  2.038026605838907E-081  1.853130479824493E-016
  2.643926097071614E-049  2.084775690404091E-081  1.861555103835505E-016
  2.680149393505129E-049  2.132597124516339E-081  1.870018027518613E-016
  2.716868969772629E-049  2.181515506166432E-081  1.878519424990177E-016
  2.754091625191065E-049  2.231555997583890E-081  1.887059471158121E-016
  2.791824252231917E-049  2.282744338179688E-081  1.895638341725525E-016
  2.830073837797443E-049  2.335106857785918E-081  1.904256213194246E-016
  2.868847464514480E-049  2.388670490199067E-081  1.912913262868544E-016
  2.908152312045870E-049  2.443462787034023E-081  1.921609668858732E-016
  2.947995658419939E-049  2.499511931895853E-081  1.930345610084842E-016
  2.988384881378153E-049  2.556846754876627E-081  1.939121266280305E-016
  3.029327459741260E-049  2.615496747384812E-081  1.947936817995647E-016
  3.070830974794093E-049  2.675492077314827E-081  1.956792446602206E-016
  3.112903111689452E-049  2.736863604564530E-081  1.965688334295864E-016
  3.155551660871081E-049  2.799642896908698E-081  1.974624664100792E-016
  3.198784519516266E-049  2.863862246236584E-081  1.983601619873218E-016
  3.242609692998129E-049  2.929554685161950E-081  1.992619386305213E-016
  3.287035296367970E-049  2.996754004014113E-081  2.001678148928482E-016
  3.332069555857925E-049  3.065494768218722E-081  2.010778094118190E-016
  3.377720810404193E-049  3.135812336077261E-081  2.019919409096793E-016
  3.423997513191180E-049  3.207742876954315E-081  2.029102281937889E-016
  3.470908233216722E-049  3.281323389882095E-081  2.038326901570087E-016
  3.518461656878831E-049  3.356591722591699E-081  2.047593457780897E-016
  3.566666589584119E-049  3.433586590980884E-081  2.056902141220633E-016
  3.615531957378300E-049  3.512347599028456E-081  2.066253143406335E-016
  3.665066808599003E-049  3.592915259165406E-081  2.075646656725710E-016
  3.715280315551249E-049  3.675331013113379E-081  2.085082874441089E-016
  3.766181776205876E-049  3.759637253201130E-081  2.094561990693405E-016
  3.817780615921227E-049  3.845877344169893E-081  2.104084200506186E-016
  3.870086389188428E-049  3.934095645479023E-081  2.113649699789569E-016
  3.923108781400591E-049  4.024337534123208E-081  2.123258685344327E-016
  3.976857610646231E-049  4.116649427973152E-081  2.132911354865923E-016
  4.031342829527314E-049  4.211078809651562E-081  2.142607906948573E-016
  4.086574527002078E-049  4.307674250956913E-081  2.152348541089334E-016
  4.142562930253296E-049  4.406485437847346E-081  2.162133457692209E-016
  4.199318406581957E-049  4.507563195997798E-081  2.171962858072269E-016
  4.256851465326986E-049  4.610959516943202E-081  2.181836944459793E-016
  4.315172759811286E-049  4.716727584821534E-081  2.191755920004435E-016
  4.374293089314291E-049  4.824921803730170E-081  2.201719988779396E-016
  4.434223401071803E-049  4.935597825709824E-081  2.211729355785627E-016
  4.494974792302969E-049  5.048812579370445E-081  2.221784226956046E-016
  4.556558512265151E-049  5.164624299173572E-081  2.231884809159774E-016
  4.618985964337006E-049  5.283092555386580E-081  2.242031310206393E-016
  4.682268708129944E-049  5.404278284723906E-081  2.252223938850219E-016
  4.746418461628668E-049  5.528243821691132E-081  2.262462904794599E-016
  4.811447103360951E-049  5.655052930648182E-081  2.272748418696222E-016
  4.877366674597180E-049  5.784770838607795E-081  2.283080692169460E-016
  4.944189381580019E-049  5.917464268786516E-081  2.293459937790713E-016
  5.011927597784615E-049  6.053201474925227E-081  2.303886369102789E-016
  5.080593866209813E-049  6.192052276396916E-081  2.314360200619297E-016
  5.150200901700663E-049  6.334088094119804E-081  2.324881647829056E-016
  5.220761593302864E-049  6.479381987294181E-081  2.335450927200532E-016
  5.292289006649406E-049  6.628008690982104E-081  2.346068256186291E-016
  5.364796386379891E-049  6.780044654548910E-081  2.356733853227473E-016
  5.438297158593056E-049  6.935568080986577E-081  2.367447937758286E-016
  5.512804933332847E-049  7.094658967139234E-081  2.378210730210520E-016
  5.588333507108597E-049  7.257399144851192E-081  2.389022452018083E-016
  5.664896865449652E-049  7.423872323058927E-081  2.399883325621557E-016
  5.742509185495123E-049  7.594164130848620E-081  2.410793574472774E-016
  5.821184838619010E-049  7.768362161501300E-081  2.421753423039411E-016
  5.900938393091336E-049  7.946556017548384E-081  2.432763096809615E-016
  5.981784616775740E-049  8.128837356860634E-081  2.443822822296634E-016
  6.063738479864015E-049  8.315299939794406E-081  2.454932827043482E-016
  6.146815157648126E-049  8.506039677419309E-081  2.466093339627621E-016
  6.231030033330231E-049  8.701154680852154E-081  2.477304589665661E-016
  6.316398700871081E-049  8.900745311722468E-081  2.488566807818084E-016
  6.402936967877619E-049  9.104914233795774E-081  2.499880225793993E-016
  6.490660858530036E-049  9.313766465780863E-081  2.511245076355878E-016
  6.579586616548904E-049  9.527409435348433E-081  2.522661593324401E-016
  6.669730708203079E-049  9.745953034388875E-081  2.534130011583213E-016
  6.761109825358656E-049  9.969509675537531E-081  2.545650567083779E-016
  6.853740888569836E-049  1.019819434999655E-080  2.557223496850242E-016
  6.947641050212090E-049  1.043212468668314E-080  2.568849038984291E-016
  7.042827697658201E-049  1.067142101273455E-080  2.580527432670062E-016
  7.139318456497878E-049  1.091620641540088E-080  2.592258918179062E-016
  7.237131193801478E-049  1.116660680535776E-080  2.604043736875110E-016
  7.336284021428435E-049  1.142275098147118E-080  2.615882131219302E-016
  7.436795299380960E-049  1.168477069704794E-080  2.627774344775001E-016
  7.538683639203786E-049  1.195280072760594E-080  2.639720622212848E-016
  7.641967907430446E-049  1.222697894019880E-080  2.651721209315794E-016
  7.746667229076717E-049  1.250744636433076E-080  2.663776352984160E-016
  7.852800991182052E-049  1.279434726449831E-080  2.675886301240714E-016
  7.960388846399374E-049  1.308782921439567E-080  2.688051303235773E-016
  8.069450716634166E-049  1.338804317282269E-080  2.700271609252335E-016
  8.180006796733394E-049  1.369514356133354E-080  2.712547470711220E-016
  8.292077558224968E-049  1.400928834366699E-080  2.724879140176247E-016
  8.405683753108419E-049  1.433063910699845E-080  2.737266871359434E-016
  8.520846417697449E-049  1.465936114505564E-080  2.749710919126209E-016
  8.637586876515336E-049  1.499562354314128E-080  2.762211539500661E-016
  8.755926746243487E-049  1.533959926510561E-080  2.774768989670806E-016
  8.875887939724142E-049  1.569146524231410E-080  2.787383527993875E-016
  8.997492670018010E-049  1.605140246465601E-080  2.800055414001632E-016
  9.120763454517425E-049  1.641959607364034E-080  2.812784908405716E-016
  9.245723119115817E-049  1.679623545762758E-080  2.825572273103000E-016
  9.372394802434388E-049  1.718151434924544E-080  2.838417771180981E-016
  9.500801960106674E-049  1.757563092503964E-080  2.851321666923195E-016
  9.630968369121759E-049  1.797878790741029E-080  2.864284225814653E-016
